0	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
1	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
2	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
3	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
4	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
5	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
6	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
7	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
8	0	English (US)	shift	(null)	␀	0	SHIFT	(null)	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
9	0	English (US)	shift	Escape	⎋	27	SHIFT	Escape	⎋	27	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
10	0	English (US)	shift	1	1	49	SHIFT	exclam	!	33	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
11	0	English (US)	shift	2	2	50	SHIFT	at	@	64	1	Russian	shift	2	2	50	SHIFT	quotedbl	"	34
12	0	English (US)	shift	3	3	51	SHIFT	numbersign	#	35	1	Russian	shift	3	3	51	SHIFT	numerosign	№	8470
13	0	English (US)	shift	4	4	52	SHIFT	dollar	$	36	1	Russian	shift	4	4	52	SHIFT	semicolon	;	59
14	0	English (US)	shift	5	5	53	SHIFT	percent	%	37	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
15	0	English (US)	shift	6	6	54	SHIFT	asciicircum	^	94	1	Russian	shift	6	6	54	SHIFT	colon	:	58
16	0	English (US)	shift	7	7	55	SHIFT	ampersand	&	38	1	Russian	shift	7	7	55	SHIFT	question	?	63
17	0	English (US)	shift	8	8	56	SHIFT	asterisk	*	42	1	Russian	shift	8	8	56	SHIFT	asterisk	*	42
18	0	English (US)	shift	9	9	57	SHIFT	parenleft	(	40	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
19	0	English (US)	shift	0	0	48	SHIFT	parenright	)	41	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
20	0	English (US)	shift	minus	-	45	SHIFT	underscore	_	95	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
21	0	English (US)	shift	equal	=	61	SHIFT	plus	+	43	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
22	0	English (US)	shift	BackSpace	↤	8	SHIFT	BackSpace	↤	8	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
23	0	English (US)	shift	Tab	↹	9	SHIFT	ISO_Left_Tab	⭿	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
24	0	English (US)	shift	q	q	113	SHIFT	Q	Q	81	1	Russian	shift	Cyrillic_shorti	й	1081	SHIFT	Cyrillic_SHORTI	Й	1049
25	0	English (US)	shift	w	w	119	SHIFT	W	W	87	1	Russian	shift	Cyrillic_tse	ц	1094	SHIFT	Cyrillic_TSE	Ц	1062
26	0	English (US)	shift	e	e	101	SHIFT	E	E	69	1	Russian	shift	Cyrillic_u	у	1091	SHIFT	Cyrillic_U	У	1059
27	0	English (US)	shift	r	r	114	SHIFT	R	R	82	1	Russian	shift	Cyrillic_ka	к	1082	SHIFT	Cyrillic_KA	К	1050
28	0	English (US)	shift	t	t	116	SHIFT	T	T	84	1	Russian	shift	Cyrillic_ie	е	1077	SHIFT	Cyrillic_IE	Е	1045
29	0	English (US)	shift	y	y	121	SHIFT	Y	Y	89	1	Russian	shift	Cyrillic_en	н	1085	SHIFT	Cyrillic_EN	Н	1053
30	0	English (US)	shift	u	u	117	SHIFT	U	U	85	1	Russian	shift	Cyrillic_ghe	г	1075	SHIFT	Cyrillic_GHE	Г	1043
31	0	English (US)	shift	i	i	105	SHIFT	I	I	73	1	Russian	shift	Cyrillic_sha	ш	1096	SHIFT	Cyrillic_SHA	Ш	1064
32	0	English (US)	shift	o	o	111	SHIFT	O	O	79	1	Russian	shift	Cyrillic_shcha	щ	1097	SHIFT	Cyrillic_SHCHA	Щ	1065
33	0	English (US)	shift	p	p	112	SHIFT	P	P	80	1	Russian	shift	Cyrillic_ze	з	1079	SHIFT	Cyrillic_ZE	З	1047
34	0	English (US)	shift	bracketleft	[	91	SHIFT	braceleft	{	123	1	Russian	shift	Cyrillic_ha	х	1093	SHIFT	Cyrillic_HA	Х	1061
35	0	English (US)	shift	bracketright	]	93	SHIFT	braceright	}	125	1	Russian	shift	Cyrillic_hardsign	ъ	1098	SHIFT	Cyrillic_HARDSIGN	Ъ	1066
36	0	English (US)	shift	Return	↩	13	SHIFT	Return	↩	13	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
37	0	English (US)	shift	Control_L	⌃	0	SHIFT	Control_L	⌃	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
38	0	English (US)	shift	a	a	97	SHIFT	A	A	65	1	Russian	shift	Cyrillic_ef	ф	1092	SHIFT	Cyrillic_EF	Ф	1060
39	0	English (US)	shift	s	s	115	SHIFT	S	S	83	1	Russian	shift	Cyrillic_yeru	ы	1099	SHIFT	Cyrillic_YERU	Ы	1067
40	0	English (US)	shift	d	d	100	SHIFT	D	D	68	1	Russian	shift	Cyrillic_ve	в	1074	SHIFT	Cyrillic_VE	В	1042
41	0	English (US)	shift	f	f	102	SHIFT	F	F	70	1	Russian	shift	Cyrillic_a	а	1072	SHIFT	Cyrillic_A	А	1040
42	0	English (US)	shift	g	g	103	SHIFT	G	G	71	1	Russian	shift	Cyrillic_pe	п	1087	SHIFT	Cyrillic_PE	П	1055
43	0	English (US)	shift	h	h	104	SHIFT	H	H	72	1	Russian	shift	Cyrillic_er	р	1088	SHIFT	Cyrillic_ER	Р	1056
44	0	English (US)	shift	j	j	106	SHIFT	J	J	74	1	Russian	shift	Cyrillic_o	о	1086	SHIFT	Cyrillic_O	О	1054
45	0	English (US)	shift	k	k	107	SHIFT	K	K	75	1	Russian	shift	Cyrillic_el	л	1083	SHIFT	Cyrillic_EL	Л	1051
46	0	English (US)	shift	l	l	108	SHIFT	L	L	76	1	Russian	shift	Cyrillic_de	д	1076	SHIFT	Cyrillic_DE	Д	1044
47	0	English (US)	shift	semicolon	;	59	SHIFT	colon	:	58	1	Russian	shift	Cyrillic_zhe	ж	1078	SHIFT	Cyrillic_ZHE	Ж	1046
48	0	English (US)	shift	apostrophe	'	39	SHIFT	quotedbl	"	34	1	Russian	shift	Cyrillic_e	э	1101	SHIFT	Cyrillic_E	Э	1069
49	0	English (US)	shift	grave	`	96	SHIFT	asciitilde	~	126	1	Russian	shift	Cyrillic_io	ё	1105	SHIFT	Cyrillic_IO	Ё	1025
50	0	English (US)	shift	Shift_L	⇧	0	SHIFT	Shift_L	⇧	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
51	0	English (US)	shift	backslash	\	92	SHIFT	bar	|	124	1	Russian	shift	backslash	\	92	SHIFT	slash	/	47
52	0	English (US)	shift	z	z	122	SHIFT	Z	Z	90	1	Russian	shift	Cyrillic_ya	я	1103	SHIFT	Cyrillic_YA	Я	1071
53	0	English (US)	shift	x	x	120	SHIFT	X	X	88	1	Russian	shift	Cyrillic_che	ч	1095	SHIFT	Cyrillic_CHE	Ч	1063
54	0	English (US)	shift	c	c	99	SHIFT	C	C	67	1	Russian	shift	Cyrillic_es	с	1089	SHIFT	Cyrillic_ES	С	1057
55	0	English (US)	shift	v	v	118	SHIFT	V	V	86	1	Russian	shift	Cyrillic_em	м	1084	SHIFT	Cyrillic_EM	М	1052
56	0	English (US)	shift	b	b	98	SHIFT	B	B	66	1	Russian	shift	Cyrillic_i	и	1080	SHIFT	Cyrillic_I	И	1048
57	0	English (US)	shift	n	n	110	SHIFT	N	N	78	1	Russian	shift	Cyrillic_te	т	1090	SHIFT	Cyrillic_TE	Т	1058
58	0	English (US)	shift	m	m	109	SHIFT	M	M	77	1	Russian	shift	Cyrillic_softsign	ь	1100	SHIFT	Cyrillic_SOFTSIGN	Ь	1068
59	0	English (US)	shift	comma	,	44	SHIFT	less	<	60	1	Russian	shift	Cyrillic_be	б	1073	SHIFT	Cyrillic_BE	Б	1041
60	0	English (US)	shift	period	.	46	SHIFT	greater	>	62	1	Russian	shift	Cyrillic_yu	ю	1102	SHIFT	Cyrillic_YU	Ю	1070
61	0	English (US)	shift	slash	/	47	SHIFT	question	?	63	1	Russian	shift	period	.	46	SHIFT	comma	,	44
62	0	English (US)	shift	Shift_R	⇧	0	SHIFT	Shift_R	⇧	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
63	0	English (US)	shift	KP_Multiply	*	42	SHIFT	KP_Multiply	*	42	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
64	0	English (US)	shift	Alt_L	⌥	0	SHIFT	Meta_L	⌘	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
65	0	English (US)	shift	space	␣	32	SHIFT	space	␣	32	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
66	0	English (US)	shift	ISO_Next_Group	🌍	0	SHIFT	Caps_Lock	⇪	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
67	0	English (US)	shift	F1	␀	0	SHIFT	F1	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
68	0	English (US)	shift	F2	␀	0	SHIFT	F2	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
69	0	English (US)	shift	F3	␀	0	SHIFT	F3	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
70	0	English (US)	shift	F4	␀	0	SHIFT	F4	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
71	0	English (US)	shift	F5	␀	0	SHIFT	F5	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
72	0	English (US)	shift	F6	␀	0	SHIFT	F6	␀	0	1	Russian	shift	(null)	␀	0	SHIFT	(null)	␀	0
